0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7
3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.581092291333327
3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.427375838333326,3.7,3.7,3.7,3.7,3.7,1.9640835066666682,3.7,0.6165231216666598,1.9106410866666579,0.0
1.6272144199999872,3.7,0.2931634331666615,3.7,3.7,3.7,3.7,3.7,1.288952849999994,0.0,3.1675448961666532,2.5328826499999906,2.9705492333333297,0.5326264183333222,2.023291356666661,0.0,3.7,0.0,0.0,0.0
0.0,3.7,0.0,1.5913770533333178,3.6058497749999816,0.5410101999999881,1.6594955349999907,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6778861083333254,0.0,0.0,0.0
0.0,3.7,0.0,0.0,0.0,0.0,0.0,2.8417622933333178,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.6889528499999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.011034969999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,3.4232913566666667,0.0,0.0,0.0,3.3106410866666636,0.0
