READ_TIME_Date,h1vmba1uEV22,h1vmba2uEV22,h1vmba3uEV22,h2vmba1uEV22,h2vmba2uEV22,h2vmba3uEV22,h1v0ba1uEV22,h1v0ba2uEV22,h1v0ba3uEV22,h2v0ba1uEV22,h2v0ba2uEV22,h2v0ba3uEV22
2017-01-01 00:00:00,,,,,,,,,,,,
2017-01-01 01:00:00,0.804524258792844,0.8715924561996077,0.3526639033210395,0.6456116094834962,1.001835876694843,1.3872740385598437,0.9118101229441196,0.779376024291485,1.0649284062856943,0.9201448035219145,0.9647655064779134,1.088232422914633
2017-01-01 02:00:00,0.7914856904925236,0.875792896515333,0.6569949184305355,0.8241956143949287,1.0043511613929559,1.4178896372549747,0.8934892194620215,0.7800979843055719,1.0413138040611285,0.9576502852503237,0.9707185939040529,1.0790199997162875
2017-01-01 03:00:00,0.8441279345269946,0.8745951363782134,0.29611028058070454,1.010539893691206,1.0005211530114846,1.3054832224090318,0.8483161903351368,0.7746634221142095,1.0253055121157921,0.9180883743270145,0.965468056272016,1.0761761361982933
2017-01-01 04:00:00,0.9124506091531128,0.8609636940292074,0.33922118769440285,0.8440222917694231,0.9801676760853768,1.3401822302662587,0.8197337652720802,0.7774459464119999,1.040937054285155,0.8632296233522255,0.9620820780586905,1.0741231853346827
2017-01-01 05:00:00,0.8433996318358203,0.8790036722440119,0.49591973771440456,0.9121524978110312,1.007280212983331,1.3620778152284259,0.8196477438351223,0.7854352718787004,1.0604686916247676,0.8979339597756719,0.9904329422879619,1.0972180343534885
2017-01-01 06:00:00,0.8590559307280418,0.8754539406507758,0.6746671703864761,0.6819386060799874,1.0306061675208387,1.4032272539369888,0.8299877024075418,0.7966972945456932,1.101355595656182,0.8637290474293787,1.0054186075936915,1.152534087241236
2017-01-01 07:00:00,0.762023398005193,0.8899703596111894,1.0955147558158098,0.7284291708058065,1.041116527073388,1.4219993277555874,0.7990668687588863,0.8133052488736875,1.1551361853486035,0.851396980506189,1.033747264864572,1.2216964636025496
2017-01-01 08:00:00,0.8511097042833519,0.9103341915060903,0.6405953452593484,0.7314845130029188,1.0677861596732208,1.405170955395669,0.8075291451799907,0.8438604576115766,1.2215650900237895,0.8363110286039609,1.0777450388371457,1.283052878159746
2017-01-01 09:00:00,0.7080441488228681,0.9350647033929314,0.7238398210418929,0.8019828817809611,1.1443282704902715,1.4648747845408927,0.8092793998166029,0.9072814528834101,1.2957418031087307,0.874314889944317,1.1683685329889772,1.4059142407125762
2017-01-01 10:00:00,1.311107608218192,0.9645670649873529,1.2385564569051457,1.137164805180228,1.204943278940087,1.667137520736789,0.8104658736586224,0.9286105444768815,1.3314618095092052,0.8842977642131425,1.2420860828880886,1.4722692836230187
2017-01-01 11:00:00,1.2938438401198022,1.0396704463681816,1.3474872364788513,1.0467251300060627,1.2729373333540435,1.7362988595316091,0.8335169779358446,0.9329094777236248,1.309910746293555,0.9146526508712023,1.2553005035318572,1.4651183712118536
2017-01-01 12:00:00,1.3904061165256956,1.0759049463953307,1.5858121800945555,1.0571080992969613,1.2756872170793174,1.750900249944803,0.838433827560866,0.9320857989401404,1.3040999310335832,0.976754904649001,1.2608363250383048,1.4127144860033392
2017-01-01 13:00:00,1.0377894693913534,1.037012417631905,0.9562287073953234,1.3135111075443342,1.2624583105171805,1.769925385127328,0.9233114040292946,0.9355560642538785,1.2807276530154286,1.055530002052907,1.208455400127683,1.3672837071469113
2017-01-01 14:00:00,1.5311029132009086,1.0261620398129367,0.7437734712458994,1.1552196183882988,1.2497966575619548,1.6563852150273217,0.9581244227834307,0.9179474073974193,1.2610105548043642,0.9170204797099086,1.1785352096785573,1.338048462355069
2017-01-01 15:00:00,0.9140764234179181,1.0601087071020654,0.6831513778174362,0.9271068250213317,1.2498293008939567,1.6274416837107661,0.8790347757831859,0.9032024437207121,1.2438866070694048,0.9832051961463266,1.139624813247461,1.3042979144495745
2017-01-01 16:00:00,1.0442939709784689,1.0695814353133928,0.9844054356810373,1.0408157376507696,1.26410614271563,1.6335385720579607,0.746495165448534,0.8986565365347357,1.2333049065419837,1.0259141345473959,1.1362952140794145,1.303763490439927
