READ_TIME_Date,h1vmba1uEV22,h1vmba2uEV22,h1vmba3uEV22,h2vmba1uEV22,h2vmba2uEV22,h2vmba3uEV22,h1v0ba1uEV22,h1v0ba2uEV22,h1v0ba3uEV22,h2v0ba1uEV22,h2v0ba2uEV22,h2v0ba3uEV22,A1vmba1uEV12,A1vmba2uEV12,A1vmba3uEV12,A2vmba1uEV12,A2vmba2uEV12,A2vmba3uEV12,A1v0ba1uEV12,A1v0ba2uEV12,A1v0ba3uEV12,A2v0ba1uEV12,A2v0ba2uEV12,A2v0ba3uEV12
01/01/2017 00.00,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2017 01.00,0.547405102,0.59303887,0.239955499,0.439279593,0.681657594,0.943912975,0.620403311,0.530294031,0.724586284,0.626074298,0.656434601,0.740442534,0.537507686,0.551610062,0.617593186,0.624964412,0.773493835,0.745562593,0.470632757,0.482980563,0.540754285,0.472950465,0.585352161,0.564214806
01/01/2017 02.00,0.53853355,0.595896885,0.447024893,0.560789659,0.683369015,0.964744087,0.607937613,0.530785259,0.708518709,0.651593344,0.660485132,0.734174323,0.516629115,0.541624005,0.607111187,0.560258604,0.66128451,0.694387317,0.45072848,0.47253505,0.52966876,0.463138908,0.546652177,0.574016679
01/01/2017 03.00,0.574351778,0.595081919,0.201475936,0.687579881,0.680763045,0.888261813,0.577201502,0.527087537,0.697626532,0.624675086,0.656912622,0.732239335,0.529252851,0.509903071,0.580937376,0.53509182,0.600482294,0.621299072,0.484606545,0.466889059,0.531931107,0.47665527,0.534904551,0.553447961
01/01/2017 04.00,0.620839103,0.585806971,0.230808962,0.574279898,0.666914367,0.911871311,0.557753779,0.52898079,0.708262365,0.587348728,0.654608774,0.730842489,0.489640402,0.488461858,0.5638664,0.513342664,0.60792828,0.558953468,0.461404249,0.460293668,0.531349847,0.484117338,0.573318061,0.527131454
01/01/2017 05.00,0.573856234,0.598081524,0.337427979,0.620636265,0.685361966,0.926769252,0.557695249,0.534416794,0.721551857,0.610961852,0.673898941,0.74655642,0.512869732,0.499331855,0.594161513,0.609751923,0.607527143,0.59839013,0.474176978,0.461660448,0.549335812,0.553324114,0.551305221,0.543013768
01/01/2017 06.00,0.584508913,0.595666257,0.459049242,0.463996789,0.701233143,0.954767678,0.564730644,0.54207957,0.749371651,0.587688541,0.684095314,0.784193929,0.528583174,0.486636656,0.582575307,0.583278924,0.619234066,0.623507992,0.505938969,0.465789416,0.557618109,0.518597335,0.550565301,0.554365278
01/01/2017 07.00,0.518487158,0.605543351,0.745397495,0.495629362,0.70838448,0.967540356,0.543691848,0.553379762,0.785964419,0.579297698,0.703370372,0.831252595,0.533873097,0.482543478,0.599543691,0.56647742,0.610919759,0.672642983,0.525416209,0.474899683,0.590046538,0.503703663,0.543221159,0.598104572
01/01/2017 08.00,0.579102233,0.619399074,0.435866485,0.497708242,0.726530724,0.956090189,0.549449652,0.574169784,0.831163207,0.569033089,0.733306829,0.873000017,0.544303346,0.504813234,0.640583008,0.565197344,0.639205779,0.741201245,0.536225164,0.497321138,0.631075909,0.51838271,0.586261114,0.679808414
01/01/2017 09.00,0.48175922,0.636225924,0.492506729,0.545675928,0.778610622,0.996713179,0.55064054,0.617321965,0.881633669,0.594891237,0.79496782,0.956595926,0.507216673,0.503051455,0.698805661,0.642645829,0.707158714,0.880753154,0.513614379,0.509396624,0.707619948,0.540329748,0.594571492,0.740527843
01/01/2017 10.00,0.892088693,0.65629958,0.842724277,0.77373654,0.819853586,1.134334453,0.551447827,0.631834459,0.905937863,0.601683669,0.845125864,1.001744458,0.499792421,0.473923312,0.662455571,0.596499671,0.755391744,0.865772087,0.544113989,0.515950809,0.721202101,0.493403411,0.624833309,0.716136022
01/01/2017 11.00,0.880342279,0.707400555,0.916841699,0.712200621,0.866117315,1.181392412,0.567131993,0.63475949,0.891274338,0.622337391,0.854117067,0.996878917,0.531086255,0.533117004,0.705463073,0.672377273,0.86567567,0.968226156,0.536721016,0.538773311,0.712947951,0.537668767,0.692240486,0.774245331
01/01/2017 12.00,0.946044068,0.732054815,1.079000004,0.719265281,0.867988359,1.191327322,0.570477459,0.634199052,0.88732061,0.664592289,0.857883687,0.961222871,0.529235182,0.586974431,0.724515635,0.519878082,0.850080953,0.813841298,0.507911036,0.563323833,0.695323174,0.467259208,0.764040969,0.73146927
01/01/2017 13.00,0.706120722,0.70559201,0.650626091,0.893724054,0.8589873,1.204272184,0.628228879,0.63656025,0.871417915,0.71819153,0.822243263,0.930311385,0.518581828,0.542885834,0.65960421,0.586663546,0.83959364,0.877065042,0.520715495,0.545119498,0.662318103,0.494195799,0.707259984,0.738825282
01/01/2017 14.00,1.041775357,0.698209321,0.506069753,0.786021188,0.850372204,1.127018493,0.651915951,0.624579171,0.858002234,0.623948481,0.801885313,0.910419478,0.566609533,0.54047429,0.662472097,0.500647789,0.769271077,0.790548962,0.565829603,0.539730335,0.661560214,0.469607328,0.721575813,0.741534456
01/01/2017 15.00,0.621945321,0.72130692,0.464821969,0.630811316,0.850394415,1.10732507,0.598102687,0.614546573,0.846350956,0.668981122,0.77541035,0.88745532,0.570382818,0.558061416,0.678662355,0.61638355,0.770996871,0.851402205,0.550696849,0.538800703,0.655239269,0.54023259,0.675744245,0.746215921
01/01/2017 16.00,0.71054644,0.727752244,0.669797775,0.708179821,0.860108499,1.111473444,0.507921617,0.611453499,0.839151077,0.698040644,0.773144863,0.887091693,0.620516356,0.535583811,0.63130833,0.481566967,0.72926321,0.791729404,0.630628879,0.544312193,0.641596729,0.453297283,0.68645288,0.745252088
01/01/2017 17.00,0.613407806,0.765313424,0.461095953,0.479282516,0.874037974,1.135052539,0.581714859,0.617970807,0.828077112,0.67013936,0.798561086,0.895513634,0.580775244,0.608286694,0.69453929,0.677303502,0.901293702,0.910059601,0.531147428,0.556307998,0.635190225,0.542848894,0.722373777,0.729399517
01/01/2017 18.00,0.833438867,0.754002305,0.454414845,0.768738354,0.900889903,1.185800176,0.552129248,0.603938375,0.828473598,0.677577263,0.813920111,0.900686909,0.691205645,0.623919175,0.718362958,0.584018203,0.856236548,0.836270493,0.610761523,0.551306009,0.634758205,0.471833065,0.691760484,0.675629745
01/01/2017 19.00,0.78117603,0.767729326,0.564782048,0.528914514,0.909521054,1.212083322,0.627596533,0.615849718,0.828750636,0.739698948,0.80764718,0.900621136,0.695268288,0.606298887,0.735506112,0.438974384,0.857196758,0.80915162,0.607695896,0.52993262,0.642865572,0.356139347,0.695442614,0.656463656
01/01/2017 20.00,0.705815072,0.721885822,0.556004818,0.497003084,0.839014779,1.122063254,0.644900018,0.60247464,0.818173601,0.781806895,0.76704476,0.858908917,0.731987934,0.567781008,0.676888881,0.536399509,0.814155142,0.746088029,0.656990556,0.509607799,0.607536794,0.459286283,0.697111542,0.638829811
01/01/2017 21.00,0.690097613,0.700039331,0.409311818,0.576078234,0.812463307,1.152863596,0.633168639,0.596740118,0.810506922,0.772760206,0.758835045,0.852823553,0.639962649,0.528734048,0.663159092,0.535837061,0.808462162,0.72239164,0.58317884,0.481819539,0.604317065,0.443630074,0.669341773,0.598082289
01/01/2017 22.00,0.649204151,0.684176654,0.524604176,0.585617664,0.796360834,1.057695342,0.560932627,0.602613724,0.785672366,0.721836862,0.747579487,0.841740658,0.600871503,0.514620163,0.616943751,0.592906839,0.691119805,0.605654213,0.568526745,0.486918293,0.583733828,0.55289931,0.644485168,0.56478653
01/01/2017 23.00,0.634051097,0.667267035,0.360235094,0.525270041,0.795323833,1.081551745,0.578716837,0.593232637,0.792000774,0.714995299,0.747552888,0.827988718,0.590792137,0.493777768,0.581266291,0.583873914,0.709891238,0.664845708,0.572870989,0.478799464,0.563634101,0.494762353,0.601546756,0.563376131
02/01/2017 00.00,0.621952459,0.664471761,0.306329499,0.626083044,0.802425378,1.047400518,0.541348753,0.59219954,0.776656189,0.55903428,0.74113963,0.825478672,0.657858186,0.543646008,0.637609353,0.520463356,0.657309722,0.619366759,0.57120642,0.472038042,0.553624723,0.471452506,0.595412361,0.5610424
02/01/2017 01.00,0.605659912,0.674523191,0.390912955,0.539689292,0.809441025,1.039662904,0.55659981,0.602671615,0.796989324,0.619827183,0.749179863,0.840883493,0.593348419,0.519669084,0.614769921,0.541748218,0.647748198,0.641945529,0.543721427,0.476204548,0.563351259,0.481077672,0.575206682,0.570053855
02/01/2017 02.00,0.752639373,0.680351891,0.428869913,0.615437631,0.824183347,1.120361958,0.561106598,0.6129747,0.806581753,0.60262211,0.770682595,0.857226271,0.583341723,0.542417745,0.632227222,0.47300625,0.62294519,0.595029182,0.528116567,0.491066875,0.572374059,0.465925599,0.613620034,0.586121913
02/01/2017 03.00,0.672391079,0.697345673,0.369338555,0.755074624,0.846971959,1.09225588,0.59030159,0.625507255,0.829186987,0.600241683,0.800836031,0.891524328,0.609356359,0.54168694,0.652137281,0.457100101,0.620157024,0.591761038,0.539824555,0.479876688,0.577723876,0.446244154,0.605428539,0.577706946
02/01/2017 04.00,0.672217881,0.724971657,0.720648189,0.757717894,0.885277801,1.158608694,0.595091041,0.649900336,0.848524834,0.633656945,0.848567199,0.91942069,0.586809194,0.558453962,0.630210856,0.492982301,0.682022093,0.610169848,0.545112643,0.518772232,0.585430339,0.465038362,0.643362726,0.575583314
02/01/2017 05.00,0.682841322,0.783120482,0.666107233,0.998867287,0.974728962,1.229629695,0.639604823,0.701294581,0.876422857,0.668528844,0.942921648,0.966443934,0.605254107,0.601416329,0.702206453,0.541595009,0.719995484,0.660525986,0.547491526,0.544020008,0.6351912,0.518705401,0.689566078,0.63260996
02/01/2017 06.00,0.792669464,0.876327071,0.705305141,1.033843777,1.09753874,1.301396719,0.641975181,0.742073931,0.932698401,0.725493261,1.038755046,1.058721809,0.620105044,0.597228406,0.663888608,0.600880142,0.828172605,0.73399663,0.612435788,0.589842081,0.655677852,0.544091518,0.749902782,0.664627291
02/01/2017 07.00,0.751944501,0.897520704,0.670524988,0.745457227,1.091651404,1.35447815,0.65443069,0.767175362,1.016677662,0.765289152,1.046547217,1.161373798,0.660328882,0.628090104,0.766637793,0.644619409,0.871402962,0.888715083,0.619900666,0.589635687,0.719700882,0.584646132,0.790330487,0.806031946
02/01/2017 08.00,0.789334782,0.863750562,0.838429415,0.72550323,1.092129101,1.384865149,0.613797507,0.775474893,1.090909355,0.770706884,1.05323912,1.252991445,0.659240406,0.646482458,0.826819367,0.693115388,0.845712507,0.987704232,0.62480552,0.612713973,0.78363113,0.648321968,0.791057314,0.923872652
02/01/2017 09.00,0.73672942,0.867198637,0.707695821,0.652952308,1.099382014,1.392217402,0.61198388,0.786744617,1.133663481,0.761752746,1.037871301,1.289478143,0.631302373,0.702953972,0.924037887,0.636360647,0.876379098,1.050352119,0.568834223,0.633395808,0.832603197,0.578678885,0.796941296,0.955144848
02/01/2017 10.00,0.763441309,0.880482064,0.746424967,0.627535726,1.068320492,1.385915197,0.678057793,0.757074134,1.089836726,0.741883184,1.015757533,1.229180466,0.646974566,0.703165883,0.952527015,0.664929848,0.950582614,1.083093673,0.560817158,0.609525494,0.825679279,0.569881543,0.814701714,0.928270998
02/01/2017 11.00,0.926379357,0.853784047,0.635077801,0.669727035,1.039040747,1.347625553,0.598030032,0.714295622,1.020410342,0.725084182,0.960370289,1.126354772,0.680592963,0.693689933,0.93196407,0.636269385,0.920157426,1.06926991,0.574094523,0.585142093,0.786131355,0.534915681,0.773582146,0.898941951
02/01/2017 12.00,0.732027934,0.802648512,0.749058896,0.856346585,0.957733775,1.399225803,0.592934555,0.687714351,0.958661136,0.69678016,0.891321773,1.050782917,0.646781421,0.621020197,0.749863607,0.631059387,0.845123829,0.927773601,0.599626406,0.57574336,0.695193159,0.564909705,0.756535222,0.830521378
02/01/2017 13.00,0.561310908,0.746771088,0.693392914,0.854418805,0.914773081,1.243120906,0.547244198,0.650995075,0.896232403,0.733837733,0.845277087,0.981239444,0.7000943,0.606776371,0.755092145,0.688638825,0.807713778,0.942229196,0.631620554,0.547429722,0.681239255,0.588987911,0.690831875,0.80588196
02/01/2017 14.00,0.525140726,0.750230278,0.786478679,0.719651546,0.903521755,1.232970172,0.54908927,0.64305381,0.886586681,0.696159534,0.841595655,0.9692111,0.641378196,0.543044154,0.672571905,0.700921578,0.813280679,0.936084043,0.638663137,0.54074536,0.669724798,0.575949874,0.668275766,0.769183748
02/01/2017 15.00,0.626691665,0.770155242,0.774589258,0.653816577,0.94623287,1.269078619,0.611204954,0.678886151,0.932860615,0.747824947,0.883205859,1.000363191,0.765221822,0.66212188,0.782680349,0.686426736,0.835510091,0.974062039,0.664216193,0.574724951,0.679370278,0.554841815,0.67534656,0.787338722
02/01/2017 16.00,0.711578965,0.837474498,0.719461718,0.760972228,1.023088672,1.27548321,0.690172014,0.728099013,0.981724939,0.795211357,0.955761344,1.07355615,0.657501347,0.622493009,0.703622782,0.676540441,0.872306845,0.935071849,0.683555921,0.64716032,0.731504993,0.621080463,0.800798749,0.858418538
02/01/2017 17.00,1.015125496,0.869836727,0.722477623,0.765946767,1.096114635,1.452452541,0.764974528,0.765474146,1.002399877,0.892190813,1.012677323,1.110833812,0.78038954,0.732409681,0.829307177,1.120757956,1.094256025,1.1881631,0.714091554,0.670187824,0.758853394,0.83360255,0.813890822,0.883737462
02/01/2017 18.00,1.137661713,0.909266149,0.570038503,1.200593731,1.140319716,1.43525213,0.842220864,0.776663964,1.02664812,0.83827578,1.047671115,1.169095202,0.77414529,0.698517684,0.773563349,0.958039722,1.049907598,1.263707708,0.767591961,0.692604562,0.767014947,0.76812071,0.841776965,1.013193962
02/01/2017 19.00,1.192891818,0.899720316,0.707277737,0.863032854,1.14267819,1.490145192,0.787780931,0.760421144,1.013120022,0.884304628,1.033249382,1.139289178,0.821453574,0.725907943,0.80170359,0.981642504,1.074637469,1.09190349,0.767237025,0.677997477,0.748790555,0.795241845,0.870578321,0.884565758
02/01/2017 20.00,0.932336406,0.88216162,0.628956671,0.718316336,1.060028091,1.342721274,0.671628965,0.732208367,0.99366575,0.991467212,0.956470215,1.068463668,0.770057814,0.67297674,0.740285648,0.921318675,0.971111812,0.992838436,0.751108017,0.656415941,0.722068493,0.761880928,0.803057171,0.821023919
02/01/2017 21.00,0.909310612,0.863182262,0.781357784,0.724025806,1.033887991,1.406912762,0.700166604,0.717950367,0.984479241,0.815348525,0.93046125,1.045105228,0.808904331,0.728146258,0.840999939,0.81440941,0.965182919,0.99667824,0.680215855,0.612305572,0.707205377,0.67532947,0.800354786,0.826471526
02/01/2017 22.00,0.929213015,0.834196559,0.425484066,0.729967643,0.990906284,1.372003249,0.709187046,0.714813681,0.961442445,0.83494295,0.911255884,1.028820988,0.701033025,0.699532614,0.760969114,0.833300654,0.885946251,0.92874015,0.620383929,0.61905613,0.673424778,0.703772848,0.748235241,0.78437728
02/01/2017 23.00,0.753698862,0.801564158,0.502218314,0.59558748,0.945997755,1.246830076,0.671087847,0.70713795,0.940595186,0.795759507,0.880311398,0.984192895,0.735983183,0.66165766,0.742905371,0.75805573,0.81693522,0.867699079,0.644936077,0.579805226,0.651001935,0.640082124,0.689798402,0.732662056
03/01/2017 00.00,0.7293088,0.783529486,0.409320126,0.546452735,0.916895047,1.200916293,0.673238912,0.700740754,0.920938721,0.708531371,0.870067299,0.974175381,0.598005411,0.58665888,0.644197975,0.651768115,0.741402982,0.757624448,0.596767827,0.585444778,0.642864794,0.591378315,0.672708032,0.687426493
03/01/2017 01.00,0.708394845,0.762386748,0.550032966,0.673328938,0.910150139,1.176975016,0.689486164,0.699551866,0.918172041,0.701377815,0.864987007,0.967671066,0.558516573,0.580821726,0.644307648,0.595591089,0.713481757,0.710335594,0.557559022,0.579825933,0.643203011,0.563428261,0.674952653,0.671976388
03/01/2017 02.00,0.683112858,0.765132542,0.498455832,0.692368643,0.912447102,1.183616656,0.679493824,0.697530448,0.927423071,0.741023694,0.872297868,0.97329399,0.579607772,0.606906429,0.680550253,0.598950953,0.692698178,0.694406386,0.545632629,0.571331107,0.640658116,0.584392559,0.675861118,0.677527806
03/01/2017 03.00,0.669499222,0.772738073,0.523934133,0.686809048,0.9221696,1.17196455,0.681161177,0.708260919,0.931142462,0.6856044,0.884581463,0.972865675,0.568134857,0.577254214,0.676088414,0.624565504,0.702096202,0.657882604,0.54742924,0.556216244,0.651448441,0.604492834,0.679531802,0.636739168
03/01/2017 04.00,0.660125111,0.787966586,0.735491959,0.699748952,0.937535205,1.19364808,0.643384169,0.720580049,0.938871722,0.675484966,0.920883812,0.996816055,0.592272224,0.588314191,0.662661461,0.639867579,0.736317163,0.691734413,0.586448014,0.582528902,0.656145066,0.617232405,0.710270106,0.667264461
03/01/2017 05.00,0.77786261,0.812233105,0.8066143,0.615852099,1.011047803,1.261189264,0.691607367,0.741493625,0.952687107,0.733083258,0.997743492,1.029124724,0.607698018,0.624881108,0.71594211,0.701482578,0.76315002,0.74078751,0.57252174,0.588710196,0.674500181,0.646226962,0.703036875,0.682435854
03/01/2017 06.00,0.713976371,0.895633432,0.802195156,0.737382929,1.128129592,1.31534381,0.668573732,0.780084328,0.98736776,0.779209544,1.073687272,1.082583517,0.659056299,0.665410817,0.770070222,0.788574204,0.869311419,0.873876279,0.60722886,0.613083665,0.709512774,0.686234,0.756493238,0.760465677
03/01/2017 07.00,0.82292949,0.878884172,0.626580982,0.737766045,1.101945705,1.310110295,0.714404703,0.772605591,1.047538464,0.801637394,1.042935684,1.15791526,0.613090756,0.581975653,0.690425508,0.696990288,0.833833924,0.904098172,0.655059561,0.62181449,0.737688223,0.662942965,0.793101918,0.859933823
03/01/2017 08.00,0.836942665,0.818558137,0.673188734,0.73274433,1.031663615,1.367860186,0.660408398,0.751314807,1.091371383,0.70912782,0.99417603,1.221321082,0.666918211,0.637207531,0.842833094,0.603601532,0.790205305,0.981528436,0.649790235,0.620842592,0.821187223,0.612348966,0.801657014,0.995752812
03/01/2017 09.00,0.967438389,0.839650725,0.349828793,0.68744054,1.000271537,1.360737618,0.656468045,0.752533174,1.108411366,0.743414119,0.977579231,1.235997829,0.681038905,0.678089645,0.939581212,0.718901106,0.885323133,1.168451206,0.61760152,0.614926978,0.852061139,0.641884058,0.790477021,1.043273122
03/01/2017 10.00,0.833312325,0.82012925,0.364577807,0.49670007,0.976686156,1.446006531,0.648335634,0.725883244,1.095690689,0.651426214,0.945905382,1.203132726,0.684548296,0.719601688,0.974593025,0.694011712,0.924629282,1.123694411,0.598346374,0.628985658,0.851867146,0.620177469,0.826260188,1.004147256
03/01/2017 11.00,0.75526379,0.81924978,0.519814071,0.641227197,0.970664707,1.33211451,0.672712768,0.718373846,1.048375751,0.747759155,0.918075211,1.129467949,0.623991011,0.632893726,0.843932254,0.718768885,0.934337541,1.192378299,0.606115249,0.614762924,0.819755733,0.601248756,0.781571512,0.997422097
03/01/2017 12.00,0.769945772,0.80622733,0.722509325,0.492952963,0.948039025,1.302789536,0.657440226,0.703925235,1.029012291,0.731881531,0.908600573,1.101443765,0.64926952,0.642089098,0.809541493,0.616237857,0.8784983,1.139274043,0.6349302,0.627908359,0.791662516,0.522798335,0.745292493,0.966527074
03/01/2017 13.00,0.52726222,0.783297089,0.46376603,0.470432855,0.921028348,1.242573042,0.632362683,0.697548739,1.011963775,0.753499755,0.892513722,1.06580136,0.642367212,0.603790689,0.753754925,0.620935838,0.801255791,1.029346547,0.654219354,0.614931066,0.767662251,0.572484235,0.738733829,0.94902667
03/01/2017 14.00,0.457300678,0.769348066,0.680094487,0.72332837,0.914063236,1.255876958,0.723350786,0.67839255,0.994868317,0.723053932,0.873600505,1.044177891,0.612938454,0.590792017,0.711579946,0.719145021,0.826058829,1.051756126,0.660460741,0.636597249,0.766750097,0.643905689,0.73963382,0.94171792
03/01/2017 15.00,0.602133124,0.761849466,0.912497381,0.585340577,0.918424527,1.233625589,0.651120994,0.686032127,0.970283323,0.814625943,0.881038811,1.012694365,0.694828553,0.625069501,0.746366244,0.622323705,0.908613099,0.950524483,0.708634759,0.637489599,0.761196502,0.557858046,0.814491115,0.852060956
03/01/2017 16.00,0.54626263,0.801872655,0.529454388,0.611388026,0.95072689,1.233795454,0.696875942,0.697441605,0.955355271,0.749251641,0.915466232,1.002332314,0.654773779,0.633542714,0.738836349,0.621948688,1.007096533,1.061591319,0.678557711,0.656555451,0.765673761,0.520324805,0.842541061,0.88813162
03/01/2017 17.00,0.706625321,0.838872553,0.396851301,0.950613108,1.002733764,1.256699901,0.731247425,0.697314348,0.951106663,0.858818441,0.914815108,1.002475634,0.747724652,0.720726306,0.783375582,0.694722306,1.071018235,1.055995277,0.695290573,0.670185481,0.728441486,0.616212301,0.949983333,0.936658107
03/01/2017 18.00,1.123911813,0.85034897,0.557030104,0.723089348,1.049063622,1.374439741,0.728345527,0.706613272,0.945941405,0.885261774,0.952483699,1.039773567,0.721237164,0.726618653,0.784206873,0.732513886,1.058712673,1.122342647,0.682139049,0.687228808,0.741695183,0.614944908,0.888788568,0.942205888
03/01/2017 19.00,1.292981768,0.871718405,0.667669757,0.915858707,1.036792243,1.331955223,0.672751674,0.687784353,0.912882559,0.863920498,0.898855768,0.990415194,0.660217207,0.643705764,0.696958594,0.734232836,1.055076307,1.123046308,0.667680388,0.650982297,0.704837104,0.582704942,0.837334082,0.89127672
03/01/2017 20.00,0.818735956,0.819413433,0.466433492,0.800466482,0.937440346,1.345341833,0.614460835,0.658498911,0.889138338,0.855497857,0.841798405,0.926198294,0.609302247,0.609469389,0.636355716,0.646799365,0.867823319,0.816849713,0.652306491,0.65248543,0.68126938,0.613972561,0.823778956,0.775392397
03/01/2017 21.00,0.890456049,0.787524206,0.626634662,0.494198064,0.896235741,1.257897695,0.590406201,0.665107726,0.879286839,0.7700554,0.806092773,0.90535897,0.711964771,0.643687087,0.716305138,0.823844451,0.879991342,0.840824814,0.65794786,0.594850418,0.661958922,0.717626482,0.766534375,0.732417573
03/01/2017 22.00,1.08952952,0.76311508,0.526702568,0.432067875,0.880940004,1.242207671,0.62907649,0.654481831,0.867928147,0.735428213,0.804064309,0.910780079,0.656962657,0.606552478,0.652168231,0.678167104,0.793097415,0.766969801,0.62233027,0.574577509,0.617788586,0.637972582,0.746091049,0.721512001
03/01/2017 23.00,0.667511365,0.737028025,0.28806622,0.504562558,0.848926929,1.200623759,0.625091844,0.645839379,0.854385937,0.692532449,0.792231908,0.891586991,0.656156081,0.585120829,0.662871439,0.660699348,0.759823923,0.692213064,0.611715575,0.545491438,0.617976111,0.634347744,0.729518793,0.664604554
04/01/2017 00.00,0.619872901,0.73650474,0.301487326,0.535934032,0.850359804,1.167815802,0.634530985,0.654831951,0.851108558,0.650964816,0.795193989,0.891019613,0.667372517,0.580792001,0.664601852,0.677017622,0.716456079,0.711073927,0.626237299,0.544993395,0.623637411,0.620438642,0.656581192,0.65164883
04/01/2017 01.00,0.600813791,0.727649499,0.447364428,0.524464916,0.847573672,1.191561024,0.645174327,0.658043244,0.8594646,0.618617764,0.805715218,0.893220677,0.61537899,0.588520089,0.664223398,0.625294728,0.690752439,0.709474115,0.578019647,0.552791337,0.623898737,0.582189747,0.6431351,0.66056619
04/01/2017 02.00,0.631905083,0.727491278,0.54797127,0.555233836,0.860864048,1.179676229,0.631020568,0.661196431,0.860186661,0.621979571,0.812428238,0.907189216,0.598159059,0.573674499,0.647480946,0.622156516,0.721980144,0.712320156,0.581367779,0.55757054,0.629305122,0.56070339,0.650667,0.641961172
04/01/2017 03.00,0.690403558,0.728653777,0.327078501,0.774633445,0.865741875,1.169070334,0.654437312,0.657412357,0.872322403,0.667160531,0.817268146,0.909034145,0.62232219,0.584769508,0.652632004,0.576648738,0.677153185,0.679875239,0.586884559,0.551470284,0.615468405,0.561981588,0.659929689,0.662582508
04/01/2017 04.00,0.631388961,0.73741791,0.626368985,0.773512113,0.883215841,1.211824504,0.608022822,0.667669493,0.876677691,0.648502459,0.859345099,0.925102485,0.608204599,0.594519273,0.67510859,0.60873585,0.719970754,0.684994401,0.569707123,0.556888037,0.632376298,0.56199875,0.664693338,0.632402375
04/01/2017 05.00,0.679329089,0.781742421,0.664002244,0.822089455,0.993694659,1.244651019,0.609277941,0.707443107,0.902789973,0.687985867,0.951196663,0.975769359,0.652372437,0.642815388,0.725814774,0.621998425,0.780595398,0.718209267,0.590516698,0.581865816,0.656995483,0.584033059,0.732949635,0.674371412
04/01/2017 06.00,0.636787834,0.933693904,0.734936526,0.845326956,1.172540247,1.449962241,0.614750052,0.756899764,0.952312375,0.729228439,1.04846603,1.054046731,0.703981631,0.694268469,0.759075659,0.720776292,0.940081478,0.883369105,0.64269325,0.633825712,0.692990813,0.602424493,0.785719667,0.738319492
04/01/2017 07.00,0.687782404,0.951925783,0.589202586,0.918384824,1.152327638,1.495685638,0.635555975,0.758132092,1.01693661,0.773380961,1.05106945,1.139911686,0.675916109,0.690502075,0.834000911,0.729348519,0.946321197,1.028583113,0.621723869,0.635140391,0.767134066,0.612358258,0.794527697,0.863594491
04/01/2017 08.00,0.857578333,0.869650664,0.420680535,0.897084506,1.060984141,1.497410095,0.658228022,0.759023499,1.085468074,0.720253677,1.017575044,1.224479851,0.630231831,0.641486692,0.850610017,0.620517089,0.855619273,1.075423736,0.61406424,0.625030376,0.828788976,0.602733714,0.831098113,1.044603209
04/01/2017 09.00,0.833060863,0.860202422,0.820706455,0.759354536,1.043638122,1.469296928,0.66339497,0.757174899,1.139455612,0.725952918,1.013380992,1.279437747,0.657834038,0.696456465,0.933036187,0.633689412,0.916125563,1.167251451,0.609251395,0.645021463,0.864129197,0.589350567,0.852024841,1.08557961
04/01/2017 10.00,0.833698737,0.861315446,0.731472764,0.812008654,1.051133103,1.520288563,0.683920627,0.764959027,1.122002357,0.718781908,0.999515726,1.268747063,0.599891765,0.695412927,0.935774365,0.697772073,0.963339344,1.184608488,0.554855635,0.643205665,0.865522266,0.642982619,0.887697399,1.091592366
04/01/2017 11.00,0.522164263,0.846006792,0.411988189,0.786426664,1.040132767,1.432004791,0.629638473,0.76564236,1.097075198,0.734850959,0.992171558,1.220030234,0.604624708,0.66845183,0.866250093,0.643369727,0.874540476,1.100618274,0.595645811,0.658525076,0.853385963,0.616841628,0.838480501,1.055236421
04/01/2017 12.00,0.463696175,0.866750499,0.50130423,0.755630426,1.040388613,1.48611395,0.606995002,0.757762202,1.070343623,0.736313265,0.981821079,1.186988429,0.603206504,0.648952149,0.857083819,0.747346982,0.926097376,1.197229856,0.594402336,0.639480295,0.844574156,0.66540328,0.824554386,1.06595824
04/01/2017 13.00,0.576883063,0.865175864,0.60823871,0.638646938,1.040327734,1.490148134,0.629329175,0.757002943,1.073537392,0.769873527,0.978193739,1.167564597,0.635843232,0.664408678,0.863142129,0.636001588,0.843294106,1.092695378,0.603298619,0.630401989,0.818963588,0.594249115,0.787933215,1.020961698
04/01/2017 14.00,0.522139955,0.858562008,0.827665652,0.788315418,1.040959531,1.555648793,0.63046582,0.761950842,1.07350955,0.862814528,0.989221791,1.15460729,0.710318909,0.744171534,0.924300756,0.689541523,0.850436284,1.042006114,0.616202497,0.64556969,0.801832004,0.653333447,0.805779566,0.987289994
04/01/2017 15.00,0.562992346,0.881213975,0.963439692,0.615408197,1.076757921,1.462335945,0.688325921,0.779704702,1.085037486,0.881831659,1.027934825,1.166078603,0.684035559,0.733435151,0.86266497,0.753264807,0.93337539,1.096925117,0.640653063,0.686919663,0.807953545,0.670612335,0.830960167,0.976564294
04/01/2017 16.00,1.032954097,0.969812916,0.861966908,0.645291725,1.139968782,1.550793663,0.745181526,0.828156549,1.101339961,0.880564581,1.075140411,1.193887918,0.665891398,0.716106592,0.833415146,0.832196481,1.054753,1.126079496,0.66148969,0.711372949,0.827906065,0.706690271,0.89568233,0.956251849
